省份,城市,日期,累计确诊,新增确诊,累计治愈,新增治愈,累计死亡,新增死亡,新增无症状
天津,津南区,2022-05-11,364,0,2,0,0,0,0
天津,津南区,2022-05-10,364,0,2,0,0,0,0
天津,津南区,2022-05-09,364,0,2,0,0,0,0
天津,津南区,2022-05-08,364,0,2,0,0,0,0
天津,津南区,2022-05-07,364,0,2,0,0,0,0
天津,津南区,2022-05-06,364,0,2,0,0,0,0
天津,津南区,2022-05-05,364,0,2,0,0,0,0
天津,津南区,2022-05-04,364,0,2,0,0,0,0
天津,津南区,2022-05-03,364,0,2,0,0,0,0
天津,津南区,2022-05-02,364,0,2,0,0,0,0
天津,津南区,2022-05-01,364,0,2,0,0,0,0
天津,津南区,2022-04-30,364,0,2,0,0,0,0
天津,津南区,2022-04-29,364,0,2,0,0,0,0
天津,津南区,2022-04-28,364,0,2,0,0,0,0
天津,津南区,2022-04-27,364,0,2,0,0,0,0
天津,津南区,2022-04-26,364,0,2,0,0,0,0
天津,津南区,2022-04-25,364,0,2,0,0,0,0
天津,津南区,2022-04-24,364,0,2,0,0,0,0
天津,津南区,2022-04-23,364,0,2,0,0,0,0
天津,津南区,2022-04-22,364,0,2,0,0,0,0
天津,津南区,2022-04-21,364,0,2,0,0,0,0
天津,津南区,2022-04-20,364,0,2,0,0,0,0
天津,津南区,2022-04-19,364,0,2,0,0,0,0
天津,津南区,2022-04-18,364,0,2,0,0,0,0
天津,津南区,2022-04-17,364,0,2,0,0,0,0
天津,津南区,2022-04-16,364,0,2,0,0,0,0
天津,津南区,2022-04-15,364,0,2,0,0,0,0
天津,津南区,2022-04-14,364,0,2,0,0,0,0
天津,津南区,2022-04-13,364,0,2,0,0,0,0
天津,津南区,2022-04-12,364,0,2,0,0,0,0
天津,津南区,2022-04-11,364,0,2,0,0,0,0
天津,津南区,2022-04-10,364,0,2,0,0,0,0
天津,津南区,2022-04-09,364,0,2,0,0,0,0
天津,津南区,2022-04-08,364,0,2,0,0,0,0
天津,津南区,2022-04-07,364,0,2,0,0,0,0
天津,津南区,2022-04-06,364,0,2,0,0,0,0
天津,津南区,2022-04-05,364,0,2,0,0,0,0
